row,100
puisse              ,[16 21  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
puissent            ,[16 21  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
puisses             ,[16 21  9 19 19  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
puissiez            ,[16 21  9 19 19  9  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
puissions           ,[16 21  9 19 19  9 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
puissé              ,[16 21  9 19 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
puisé               ,[16 21  9 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
puits               ,[16 21  9 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pulmonicis          ,[16 21 12 13 15 14  9  3  9 19  0  0  0  0  0  0  0  0  0  0]
puni                ,[16 21 14  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punie               ,[16 21 14  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punies              ,[16 21 14  9  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punir               ,[16 21 14  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punira              ,[16 21 14  9 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punirais            ,[16 21 14  9 18  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
punis               ,[16 21 14  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punissable          ,[16 21 14  9 19 19  1  2 12  5  0  0  0  0  0  0  0  0  0  0]
punissant           ,[16 21 14  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
punisse             ,[16 21 14  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
punit               ,[16 21 14  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
punition            ,[16 21 14  9 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
pur                 ,[16 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pure                ,[16 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
purement            ,[16 21 18  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
purent              ,[16 21 18  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pures               ,[16 21 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pureté              ,[16 21 18  5 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
purgandi            ,[16 21 18  7  1 14  4  9  0  0  0  0  0  0  0  0  0  0  0  0]
purgare             ,[16 21 18  7  1 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
purgatif            ,[16 21 18  7  1 20  9  6  0  0  0  0  0  0  0  0  0  0  0  0]
purgations          ,[16 21 18  7  1 20  9 15 14 19  0  0  0  0  0  0  0  0  0  0]
purgative           ,[16 21 18  7  1 20  9 22  5  0  0  0  0  0  0  0  0  0  0  0]
purgatives          ,[16 21 18  7  1 20  9 22  5 19  0  0  0  0  0  0  0  0  0  0]
purge               ,[16 21 18  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
purger              ,[16 21 18  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
purgon              ,[16 21 18  7 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
purgé               ,[16 21 18  7 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
purs                ,[16 21 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pus                 ,[16 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pusse               ,[16 21 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pusses              ,[16 21 19 19  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
put                 ,[16 21 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
puéril              ,[16 21 27 18  9 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pylore              ,[16 25 12 15 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pyramme             ,[16 25 18  1 13 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâle                ,[16 27  3  8  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâles               ,[16 27  3  8  5 18  5 19 19  5  0  0  0  0  0  0  0  0  0  0]
pâleur              ,[16 27  3  8  5 18  5 19 19  5 19  0  0  0  0  0  0  0  0  0]
pâli                ,[16 27  3  8 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâlir               ,[16 27  3  8 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâlis               ,[16 27  4  1  7 15  7  9 17 21  5  0  0  0  0  0  0  0  0  0]
pâlisse             ,[16 27  4  1 14 20  5 19 17 21  5  0  0  0  0  0  0  0  0  0]
pâlit               ,[16 27 12 15 16 15 14 14 28 19  5  0  0  0  0  0  0  0  0  0]
pâme                ,[16 27 12 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâmoison            ,[16 27 14  9  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâmé                ,[16 27 14  9 20  5 14  3  5  0  0  0  0  0  0  0  0  0  0  0]
pâmée               ,[16 27 14 27 20 18  1 14 20  5  0  0  0  0  0  0  0  0  0  0]
pâris               ,[16 27 14 27 20 18  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
pâte                ,[16 27 14 27 20 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
pâtir               ,[16 27 14 27 20 18 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâtisserie          ,[16 27 14 28 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâtit               ,[16 27 14 28 20 18  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
pâture              ,[16 27 18  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pâté                ,[16 27 18  9  2 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
pèche               ,[16 27 18  9  3 12  9 20  5 18  0  0  0  0  0  0  0  0  0  0]
père                ,[16 27 18  9 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pères               ,[16 27 18  9 12 12  5 21 24  0  0  0  0  0  0  0  0  0  0  0]
pèse                ,[16 27 18  9 12 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pèsent              ,[16 27 18  9 15  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
pécher              ,[16 27 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pécheresse          ,[16 27 18  9 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pécheresses         ,[16 27 18  9 18  1  9  0  0  0  0  0  0  0  0  0  0  0  0  0]
péché               ,[16 27 18  9 18 15 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
péchés              ,[16 27 18  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pédagogique         ,[16 27 18  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
pédantesque         ,[16 27 18  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
péloponnèse         ,[16 27 18  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pélée               ,[16 28  3  8  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénible             ,[16 28 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénitence           ,[16 28 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénètre             ,[16 28 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénètrent           ,[16 28 19  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénétrante          ,[16 32 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénétrer            ,[16 32 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénétrez            ,[16 32 12  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pénétré             ,[16 32 12  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
péri                ,[16 32 12  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
péribée             ,[16 32 12  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
péricliter          ,[16 32 12  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
péril               ,[16 32 12  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périlleux           ,[16 32 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périls              ,[16 32 13 15  9 19 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
période             ,[16 32 13 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périr               ,[16 32 13 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périra              ,[16 32 18  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périrai             ,[16 32 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périront            ,[16 32 20  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
péris               ,[16 32 20  9 19 19  5 18  9  5  0  0  0  0  0  0  0  0  0  0]
périsse             ,[16 32 20  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périssez            ,[16 32 20 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
périt               ,[16 32 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pêchers             ,[16 33 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pêcheur             ,[16 34  3  8  5 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
pôle                ,[16 34  3  8  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
pût                 ,[16 36 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
pûtes               ,[16 36 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
qu                  ,[17 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quae                ,[17 21  1  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quaestionem         ,[17 21  1  5 19 20  9 15 14  5 13  0  0  0  0  0  0  0  0  0]
qualifier           ,[17 21  1 12  9  6  9  5 18  0  0  0  0  0  0  0  0  0  0  0]
qualis              ,[17 21  1 12  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
qualité             ,[17 21  1 12  9 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
qualités            ,[17 21  1 12  9 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0]
quam                ,[17 21  1 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quand               ,[17 21  1 14  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quant               ,[17 21  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quantité            ,[17 21  1 14 20  9 20 27  0  0  0  0  0  0  0  0  0  0  0  0]
quanto              ,[17 21  1 14 20 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quarante            ,[17 21  1 18  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
quarantième         ,[17 21  1 18  1 14 20  9 28 13  5  0  0  0  0  0  0  0  0  0]
quare               ,[17 21  1 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quart               ,[17 21  1 18 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quartier            ,[17 21  1 18 20  9  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
quartiers           ,[17 21  1 18 20  9  5 18 19  0  0  0  0  0  0  0  0  0  0  0]
quarts              ,[17 21  1 18 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quartus             ,[17 21  1 18 20 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
quatorze            ,[17 21  1 20 15 18 26  5  0  0  0  0  0  0  0  0  0  0  0  0]
quatre              ,[17 21  1 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quatrième           ,[17 21  1 20 18  9 28 13  5  0  0  0  0  0  0  0  0  0  0  0]
que                 ,[17 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quei                ,[17 21  5  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quel                ,[17 21  5 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quelconque          ,[17 21  5 12  3 15 14 17 21  5  0  0  0  0  0  0  0  0  0  0]
quelle              ,[17 21  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quelles             ,[17 21  5 12 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
quelqu              ,[17 21  5 12 17 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quelque             ,[17 21  5 12 17 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
quelquefois         ,[17 21  5 12 17 21  5  6 15  9 19  0  0  0  0  0  0  0  0  0]
quelques            ,[17 21  5 12 17 21  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
quels               ,[17 21  5 12 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quem                ,[17 21  5 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
querellais          ,[17 21  5 18  5 12 12  1  9 19  0  0  0  0  0  0  0  0  0  0]
querellant          ,[17 21  5 18  5 12 12  1 14 20  0  0  0  0  0  0  0  0  0  0]
querelle            ,[17 21  5 18  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
quereller           ,[17 21  5 18  5 12 12  5 18  0  0  0  0  0  0  0  0  0  0  0]
querelles           ,[17 21  5 18  5 12 12  5 19  0  0  0  0  0  0  0  0  0  0  0]
querellez           ,[17 21  5 18  5 12 12  5 26  0  0  0  0  0  0  0  0  0  0  0]
questeurs           ,[17 21  5 19 20  5 21 18 19  0  0  0  0  0  0  0  0  0  0  0]
question            ,[17 21  5 19 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
questions           ,[17 21  5 19 20  9 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
queue               ,[17 21  5 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
qui                 ,[17 21  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quia                ,[17 21  9  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quiconque           ,[17 21  9  3 15 14 17 21  5  0  0  0  0  0  0  0  0  0  0  0]
quid                ,[17 21  9  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quinault            ,[17 21  9 14  1 21 12 20  0  0  0  0  0  0  0  0  0  0  0  0]
quintilien          ,[17 21  9 14 20  9 12  9  5 14  0  0  0  0  0  0  0  0  0  0]
quintus             ,[17 21  9 14 20 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
quinzaine           ,[17 21  9 14 26  1  9 14  5  0  0  0  0  0  0  0  0  0  0  0]
quinze              ,[17 21  9 14 26  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quitilien           ,[17 21  9 20  9 12  9  5 14  0  0  0  0  0  0  0  0  0  0  0]
quitta              ,[17 21  9 20 20  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quittance           ,[17 21  9 20 20  1 14  3  5  0  0  0  0  0  0  0  0  0  0  0]
quittancer          ,[17 21  9 20 20  1 14  3  5 18  0  0  0  0  0  0  0  0  0  0]
quitte              ,[17 21  9 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quittent            ,[17 21  9 20 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
quitter             ,[17 21  9 20 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
quittera            ,[17 21  9 20 20  5 18  1  0  0  0  0  0  0  0  0  0  0  0  0]
quitterai           ,[17 21  9 20 20  5 18  1  9  0  0  0  0  0  0  0  0  0  0  0]
quitterait          ,[17 21  9 20 20  5 18  1  9 20  0  0  0  0  0  0  0  0  0  0]
quitterons          ,[17 21  9 20 20  5 18 15 14 19  0  0  0  0  0  0  0  0  0  0]
quittes             ,[17 21  9 20 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
quittez             ,[17 21  9 20 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
quitté              ,[17 21  9 20 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quittée             ,[17 21  9 20 20 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
quo                 ,[17 21 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quod                ,[17 21 15  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quoi                ,[17 21 15  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quoiqu              ,[17 21 15  9 17 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quoique             ,[17 21 15  9 17 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
qur                 ,[17 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quàm                ,[17 21 27 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quérir              ,[17 21 30 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quête               ,[17 21 34 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
quêtées             ,[17 21 34 20 27  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
r                   ,[18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rabaisser           ,[18  1  2  1  9 19 19  5 18  0  0  0  0  0  0  0  0  0  0  0]
rabaissé            ,[18  1  2  1  9 19 19 27  0  0  0  0  0  0  0  0  0  0  0  0]
rabattrai           ,[18  1  2  1 20 20 18  1  9  0  0  0  0  0  0  0  0  0  0  0]
rabelais            ,[18  1  2  5 12  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
raccommoder         ,[18  1  3  3 15 13 13 15  4  5 18  0  0  0  0  0  0  0  0  0]
raccourcisse        ,[18  1  3  3 15 21 18  3  9 19 19  5  0  0  0  0  0  0  0  0]
raccrocher          ,[18  1  3  3 18 15  3  8  5 18  0  0  0  0  0  0  0  0  0  0]
race                ,[18  1  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rachel              ,[18  1  3  8  5 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
racheter            ,[18  1  3  8  5 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
racine              ,[18  1  3  9 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
racines             ,[18  1  3  9 14  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
raclures            ,[18  1  3 12 21 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
raconte             ,[18  1  3 15 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
raconterai          ,[18  1  3 15 14 20  5 18  1  9  0  0  0  0  0  0  0  0  0  0]
racontez            ,[18  1  3 15 14 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
raconté             ,[18  1  3 15 14 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
radouci             ,[18  1  4 15 21  3  9  0  0  0  0  0  0  0  0  0  0  0  0  0]
raffiné             ,[18  1  6  6  9 14 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
raffinée            ,[18  1  6  6  9 14 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
rafraîchir          ,[18  1  6 18  1 35  3  8  9 18  0  0  0  0  0  0  0  0  0  0]
rage                ,[18  1  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ragoût              ,[18  1  7 15 36 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
raideur             ,[18  1  9  4  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
raidissait          ,[18  1  9  4  9 19 19  1  9 20  0  0  0  0  0  0  0  0  0  0]
raidissent          ,[18  1  9  4  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0  0]
raifon              ,[18  1  9  6 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
raillant            ,[18  1  9 12 12  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
raille              ,[18  1  9 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
railler             ,[18  1  9 12 12  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
raillerie           ,[18  1  9 12 12  5 18  9  5  0  0  0  0  0  0  0  0  0  0  0]
railleur            ,[18  1  9 12 12  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0]
raillons            ,[18  1  9 12 12 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0]
raillés             ,[18  1  9 12 12 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
raison              ,[18  1  9 19 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
raisonnable         ,[18  1  9 19 15 14 14  1  2 12  5  0  0  0  0  0  0  0  0  0]
raisonnables        ,[18  1  9 19 15 14 14  1  2 12  5 19  0  0  0  0  0  0  0  0]
raisonnant          ,[18  1  9 19 15 14 14  1 14 20  0  0  0  0  0  0  0  0  0  0]
raisonnante         ,[18  1  9 19 15 14 14  1 14 20  5  0  0  0  0  0  0  0  0  0]
raisonne            ,[18  1  9 19 15 14 14  5  0  0  0  0  0  0  0  0  0  0  0  0]
raisonnement        ,[18  1  9 19 15 14 14  5 13  5 14 20  0  0  0  0  0  0  0  0]
raisonnements       ,[18  1  9 19 15 14 14  5 13  5 14 20 19  0  0  0  0  0  0  0]
raisonner           ,[18  1  9 19 15 14 14  5 18  0  0  0  0  0  0  0  0  0  0  0]
raisonneur          ,[18  1  9 19 15 14 14  5 21 18  0  0  0  0  0  0  0  0  0  0]
raisonneuse         ,[18  1  9 19 15 14 14  5 21 19  5  0  0  0  0  0  0  0  0  0]
raisonnons          ,[18  1  9 19 15 14 14 15 14 19  0  0  0  0  0  0  0  0  0  0]
raisons             ,[18  1  9 19 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
ralentit            ,[18  1 12  5 14 20  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
rallumant           ,[18  1 12 12 21 13  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
rallumer            ,[18  1 12 12 21 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
ramasse             ,[18  1 13  1 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ramasser            ,[18  1 13  1 19 19  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
rambouillet         ,[18  1 13  2 15 21  9 12 12  5 20  0  0  0  0  0  0  0  0  0]
rame                ,[18  1 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ramenait            ,[18  1 13  5 14  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
ramener             ,[18  1 13  5 14  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
ramentevoir         ,[18  1 13  5 14 20  5 22 15  9 18  0  0  0  0  0  0  0  0  0]
ramené              ,[18  1 13  5 14 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rames               ,[18  1 13  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ramplire            ,[18  1 13 16 12  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
ramène              ,[18  1 13 28 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rang                ,[18  1 14  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
range               ,[18  1 14  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ranger              ,[18  1 14  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rangerai            ,[18  1 14  7  5 18  1  9  0  0  0  0  0  0  0  0  0  0  0  0]
ranges              ,[18  1 14  7  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rangez              ,[18  1 14  7  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rangs               ,[18  1 14  7 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rangé               ,[18  1 14  7 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rangés              ,[18  1 14  7 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ranime              ,[18  1 14  9 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
raniment            ,[18  1 14  9 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
ranimer             ,[18  1 14  9 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
rapide              ,[18  1 16  9  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rapidité            ,[18  1 16  9  4  9 20 27  0  0  0  0  0  0  0  0  0  0  0  0]
rappelant           ,[18  1 16 16  5 12  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
rappeler            ,[18  1 16 16  5 12  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
rappelez            ,[18  1 16 16  5 12  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
rappelle            ,[18  1 16 16  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
rappellerai         ,[18  1 16 16  5 12 12  5 18  1  9  0  0  0  0  0  0  0  0  0]
rappellerons        ,[18  1 16 16  5 12 12  5 18 15 14 19  0  0  0  0  0  0  0  0]
rappelé             ,[18  1 16 16  5 12 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
rapport             ,[18  1 16 16 15 18 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
rapporte            ,[18  1 16 16 15 18 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
rapportent          ,[18  1 16 16 15 18 20  5 14 20  0  0  0  0  0  0  0  0  0  0]
rapporter           ,[18  1 16 16 15 18 20  5 18  0  0  0  0  0  0  0  0  0  0  0]
rapports            ,[18  1 16 16 15 18 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
rapporté            ,[18  1 16 16 15 18 20 27  0  0  0  0  0  0  0  0  0  0  0  0]
rapprochent         ,[18  1 16 16 18 15  3  8  5 14 20  0  0  0  0  0  0  0  0  0]
rare                ,[18  1 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rarement            ,[18  1 18  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
rares               ,[18  1 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rasait              ,[18  1 19  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rassasient          ,[18  1 19 19  1 19  9  5 14 20  0  0  0  0  0  0  0  0  0  0]
rassasier           ,[18  1 19 19  1 19  9  5 18  0  0  0  0  0  0  0  0  0  0  0]
rassembler          ,[18  1 19 19  5 13  2 12  5 18  0  0  0  0  0  0  0  0  0  0]
rasseoir            ,[18  1 19 19  5 15  9 18  0  0  0  0  0  0  0  0  0  0  0  0]
rassure             ,[18  1 19 19 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
rassurer            ,[18  1 19 19 21 18  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
rassurez            ,[18  1 19 19 21 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
rassuré             ,[18  1 19 19 21 18 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
rate                ,[18  1 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rationem            ,[18  1 20  9 15 14  5 13  0  0  0  0  0  0  0  0  0  0  0  0]
